C03. Berapa jumlah perusahaan/ instansi/ institusi yang sudah Anda lamar (lewat surat/ e-mail) sebelum Anda memperoleh pekerjaan pertama?,C05. Berapa jumlah perusahaan/ instansi/ institusi yang mengundang Anda untuk wawancara?,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_4. Penggunaan Teknologi Informasi","[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_11. Melalui relasi (misalnya dosen, orang tua, saudara, teman, dll.)",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_5. Dihubungi oleh perusahaan,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_2. Demonstrasi (Peragaan /Gaya Pembelajaran),"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_3. Bahasa Inggris",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_7. Menghubungi agen tenaga kerja komersial/swasta,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_1. Etika",[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_1. Perkuliahan,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_7. Diskusi,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_12. Membangun bisnis sendiri,S04. Program Studi,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_4. Magang,"[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_1. Melalui iklan di koran/majalah, brosur",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_6. Menghubungi Kemenakertrans,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_3. Pergi ke bursa/pameran kerja,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_14. Bekerja di tempat yang sama dengan tempat kerja semasa kuliah,C04. Berapa jumlah perusahaan / instansi / institusi yang merespon lamaran Anda?,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_2. Melamar ke perusahaan tanpa mengetahui lowongan yang ada,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_5. Komunikasi",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_15. Lainnya : (Tulis jawaban pada pertanyaan berikutnya),[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_9. Menghubungi kantor kemahasiswaan/hubungan alumni,A01. Sertifikasi profesi apa yang Anda dapatkan setelah lulus?,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_6. Kerja Lapangan,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_3. Partisipasi dalam proyek riset,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_4. Mencari lewat internet/iklan online/milis,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_2. Keahlian berdasarkan bidang ilmu
","[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_7. Pengembangan Diri",[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_5. Praktikum,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_8. Memperoleh informasi dari pusat/kantor pengembangan karir fakultas/universitas,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_10. Membangun jejaring (network) sejak masih kuliah,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_13. Melalui penempatan kerja atau magang,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_6. Kerja sama tim",Skor_Inisiatif_Mencari_Kerja,Skor_Rata2_MetodeBelajar,Skor_Rata2_Kompetensi,Target_Klaster,Nama_Pola_Karir
1.0,3.0,5.0,,,4,3.0,,5.0,5,5,,S2 Manajemen,3.0,,,,,1.0,,5.0,,,0,3,4,,5.0,4.0,3.0,,,,5.0,0.0,3.857142857142857,4.571428571428571,1,Karir Linear
2.0,2.0,5.0,,,4,4.0,,5.0,4,4,,S2 Akuntansi,4.0,,,Pilihan,,2.0,,5.0,,,BKP,4,4,Pilihan,5.0,4.0,4.0,,,,5.0,2.0,4.0,4.714285714285714,3,Karir Elit
5.0,5.0,4.0,Pilihan,,3,4.0,,4.0,4,4,,S2 Manajemen,2.0,Pilihan,,Pilihan,,5.0,,4.0,,,0,2,3,Pilihan,4.0,4.0,2.0,,,,4.0,-3.0,2.857142857142857,4.0,1,Karir Linear
3.0,3.0,5.0,,Pilihan,3,4.0,,5.0,4,5,,S2 Akuntansi,1.0,,,,,3.0,,5.0,,,0,1,3,Pilihan,5.0,3.0,2.0,,,,4.0,3.0,2.7142857142857144,4.428571428571429,1,Karir Linear
2.0,2.0,5.0,,Pilihan,4,5.0,,5.0,4,4,,S2 Akuntansi,4.0,,,,,2.0,Pilihan,5.0,,,Brevet ABC,4,4,Pilihan,5.0,5.0,4.0,,,,5.0,204.0,4.0,5.0,3,Karir Elit
10.0,7.0,4.0,Pilihan,,4,4.0,Pilihan,4.0,4,4,,S2 Teknik Industri,4.0,,,,,10.0,,4.0,,,"Sertificate Insinyur Profesional, Sertificat ISO 9001 (Awareness dan auditor), Sertificate Kompetensi Metodology Pelatihan SKKNI3 BNSP, Sertificate Lean Six Sigma Green Belt",4,5,Pilihan,4.0,4.0,4.0,,Pilihan,,4.0,1.0,4.142857142857143,4.0,3,Karir Elit
1.0,1.0,,,,5,5.0,,5.0,5,5,,S2 Akuntansi,5.0,Pilihan,,,,1.0,,5.0,,,Memiliki Asesor,5,5,,5.0,5.0,5.0,,,,5.0,1.0,5.0,5.0,3,Karir Elit
1.0,1.0,4.0,,,5,4.0,,4.0,5,5,,S2 Ilmu Komunikasi,3.0,,,,,1.0,,4.0,,,0,3,3,,4.0,4.0,3.0,,,,4.0,0.0,3.857142857142857,4.0,0,Karir Lintas Jalur
4.0,4.0,4.0,,,5,4.0,,5.0,5,5,,S2 Ilmu Komunikasi,5.0,Pilihan,,,,4.0,,4.0,,,0,5,5,,4.0,4.0,5.0,,,,4.0,240.0,5.0,4.142857142857143,0,Karir Lintas Jalur
100.0,80.0,4.0,Pilihan,,4,4.0,,4.0,4,4,,S2 Ilmu Komunikasi,3.0,,,,,80.0,,4.0,,,0,4,3,Pilihan,4.0,4.0,3.0,,Pilihan,,4.0,-1.0,3.5714285714285716,4.0,1,Karir Linear
15.0,10.0,5.0,,Pilihan,4,3.0,,4.0,4,5,,S2 Ilmu Komunikasi,5.0,Pilihan,,,Pilihan,10.0,,4.0,,,Sertifikasi assesor P1 Multimedia dari Lembaga sertifikasi profesi P1 Jakarta Utara,5,5,Pilihan,4.0,4.0,5.0,,,,4.0,1.0,4.714285714285714,4.0,0,Karir Lintas Jalur
1.0,2.0,5.0,Pilihan,Pilihan,4,4.0,,5.0,3,5,,S2 Ilmu Komunikasi,3.0,,,,Pilihan,2.0,,5.0,,,Belum ada,3,4,,5.0,4.0,3.0,,,,5.0,12.0,3.5714285714285716,4.714285714285714,3,Karir Elit
15.0,5.0,4.0,Pilihan,,4,4.0,,4.0,4,4,,S2 Akuntansi,3.0,,,,,5.0,,4.0,,,0,3,4,Pilihan,3.0,4.0,3.0,Pilihan,,,4.0,6.0,3.5714285714285716,3.857142857142857,1,Karir Linear
10.0,5.0,4.0,,,4,4.0,,4.0,4,5,,S2 Ilmu Komunikasi,4.0,,,,,5.0,,4.0,,,Sertifikasi Uji Kompetensi Wartawan (Dewan Pers),4,4,,4.0,4.0,4.0,,,,4.0,0.0,4.142857142857143,4.0,3,Karir Elit
4.0,4.0,5.0,,Pilihan,5,4.0,,5.0,5,5,,S2 Teknik Sipil,3.0,,,,,4.0,,5.0,,,Belum ada,3,4,,5.0,5.0,4.0,,,,5.0,36.0,4.142857142857143,4.857142857142857,3,Karir Elit
7.0,2.0,5.0,Pilihan,Pilihan,5,5.0,Pilihan,5.0,5,5,Pilihan,S2 Manajemen,5.0,Pilihan,Pilihan,Pilihan,Pilihan,2.0,Pilihan,5.0,Pilihan,Pilihan,0,5,5,Pilihan,5.0,5.0,5.0,Pilihan,Pilihan,Pilihan,5.0,12.0,5.0,5.0,1,Karir Linear
10.0,7.0,3.0,Pilihan,,3,3.0,,3.0,4,4,,S2 Manajemen,3.0,Pilihan,,Pilihan,,7.0,,3.0,,,0,3,3,Pilihan,3.0,3.0,3.0,,Pilihan,,3.0,-8.0,3.2857142857142856,3.0,3,Karir Elit
5.0,4.0,3.0,,Pilihan,3,4.0,,4.0,4,3,Pilihan,S2 Ilmu Komunikasi,3.0,,,,Pilihan,4.0,,4.0,,,0,3,3,Pilihan,4.0,4.0,3.0,,,,4.0,24.0,3.142857142857143,3.857142857142857,1,Karir Linear
80.0,20.0,5.0,Pilihan,Pilihan,5,4.0,Pilihan,5.0,5,5,,S2 Teknik Sipil,5.0,,Pilihan,Pilihan,,32.0,,5.0,,Pilihan,Ahli Perencanaan Jaringan Irigasi,5,5,Pilihan,5.0,5.0,5.0,Pilihan,Pilihan,,5.0,12.0,5.0,4.857142857142857,3,Karir Elit
1.0,19.0,4.0,,Pilihan,3,4.0,,5.0,4,5,,S2 Akuntansi,1.0,,,,,1.0,,4.0,,,Sertifikat Perencana Anggaran,1,4,,5.0,5.0,1.0,Pilihan,,,4.0,6.0,2.7142857142857144,4.428571428571429,3,Karir Elit
1.0,1.0,4.0,,,3,3.0,,5.0,4,4,,S2 Manajemen,3.0,,,,,1.0,,4.0,,,Sertifikat Penilaian Properti dan Bisnis,3,3,,4.0,4.0,3.0,,,,4.0,0.0,3.2857142857142856,4.0,3,Karir Elit
15.0,3.0,5.0,Pilihan,,4,4.0,,4.0,4,4,,S2 Teknik Industri,3.0,,,,,5.0,,4.0,,,"Lean six sigma green belt,  Google project management,  Google data analytics,  Data science,  Quality Management ISO 90001:2008,  CCNA",3,5,,4.0,4.0,3.0,,,,4.0,3.0,3.7142857142857144,4.142857142857143,3,Karir Elit
1.0,1.0,5.0,,,5,4.0,,5.0,5,5,,S2 Ilmu Komunikasi,4.0,,,,,1.0,,5.0,,,Kompetensi Wartawan Tingkat Madya dari Dewan Pers,5,4,,5.0,5.0,5.0,,,,5.0,0.0,4.714285714285714,4.857142857142857,1,Karir Linear
1.0,1.0,4.0,,,3,4.0,,5.0,4,3,,S2 Manajemen,2.0,,,,,1.0,,5.0,,,"Kompetensi HR General Manager dari BNSP MSDM, Sertifikasi Ahli K3 Umum",3,3,,5.0,5.0,2.0,,,,5.0,0.0,2.857142857142857,4.714285714285714,3,Karir Elit
4.0,7.0,5.0,,,5,5.0,,5.0,5,5,,S2 Manajemen,5.0,,,,,5.0,,5.0,,,CHRA,5,5,,5.0,5.0,5.0,,,,5.0,0.0,5.0,5.0,3,Karir Elit
2.0,2.0,4.0,,,4,4.0,,5.0,5,4,,S2 Manajemen,4.0,,,,,2.0,,5.0,,,0,4,4,,5.0,5.0,4.0,,,,5.0,0.0,4.142857142857143,4.714285714285714,3,Karir Elit
2.0,2.0,4.0,,Pilihan,4,4.0,,4.0,4,4,,S2 Manajemen,4.0,,,,,2.0,,4.0,,,Digital Marketing dan Sertifikasi Guru (Gr),4,4,Pilihan,4.0,4.0,4.0,,,,4.0,1.0,4.0,4.0,1,Karir Linear
2.0,3.0,4.0,,Pilihan,5,4.0,,4.0,5,5,,S2 Akuntansi,5.0,,,,,3.0,,4.0,,,0,5,5,,4.0,4.0,5.0,,,,4.0,36.0,5.0,4.0,3,Karir Elit
5.0,3.0,5.0,,,4,5.0,,5.0,4,4,,S2 Ilmu Komunikasi,4.0,,,Pilihan,,3.0,,5.0,,,AAIK (General Insurance),4,4,Pilihan,5.0,5.0,4.0,,,,5.0,21.0,4.0,5.0,1,Karir Linear
7.0,5.0,4.0,Pilihan,,3,3.0,,4.0,5,5,,S2 Akuntansi,2.0,,,Pilihan,,5.0,,4.0,,,Sertifikasi Profesi Auditor Forensik dari Lembaga Sertifikasi Profesi (Asosiasi Auditor Forensik Indonesia),2,2,Pilihan,4.0,4.0,3.0,,,,4.0,-5.0,3.142857142857143,3.857142857142857,3,Karir Elit
1.0,1.0,4.0,Pilihan,Pilihan,4,4.0,,5.0,5,2,Pilihan,S2 Manajemen,4.0,Pilihan,,,,1.0,,5.0,,,Management Human Resource Business Partner,4,4,Pilihan,5.0,5.0,4.0,,,,4.0,-12.0,3.857142857142857,4.571428571428571,3,Karir Elit
1000.0,5.0,5.0,Pilihan,,5,5.0,,5.0,5,5,,S2 Teknik Industri,5.0,,,,,5.0,,5.0,,,0,5,4,,4.0,4.0,4.0,,,,4.0,120.0,4.714285714285714,4.571428571428571,1,Karir Linear
5.0,4.0,4.0,,,4,4.0,,5.0,4,4,,S2 Manajemen,4.0,,,,,4.0,,4.0,,,0,4,4,Pilihan,4.0,4.0,4.0,,,,4.0,1.0,4.0,4.142857142857143,0,Karir Lintas Jalur
5.0,3.0,5.0,,,5,,,,5,5,,S2 Manajemen,2.0,,,,,3.0,,5.0,,,Sertifikasi agile n scrum,2,5,,5.0,,2.0,,,,5.0,0.0,3.7142857142857144,5.0,3,Karir Elit
4.0,4.0,3.0,,Pilihan,4,3.0,,3.0,4,5,,S2 Akuntansi,3.0,,,,,2.0,,3.0,,,0,4,3,,3.0,3.0,4.0,,,,3.0,1.0,3.857142857142857,3.0,3,Karir Elit
5.0,5.0,4.0,Pilihan,,4,4.0,,4.0,4,4,,S2 Teknik Sipil,4.0,,,,,5.0,,4.0,,,Sertifikat Pengadaan Barang/Jasa Pemerintah,4,4,Pilihan,5.0,4.0,4.0,,,,4.0,12.0,4.0,4.142857142857143,3,Karir Elit
2.0,2.0,5.0,,,5,5.0,,5.0,5,5,,S2 Ilmu Komunikasi,5.0,,,,,2.0,,5.0,,,0,5,5,,5.0,5.0,5.0,,,,5.0,0.0,5.0,5.0,3,Karir Elit
2.0,2.0,4.0,,,4,4.0,,4.0,5,4,,S2 Teknik Industri,4.0,,,,,2.0,,4.0,,,"1. Sertifikate  Manajement Rantai Pasok, Kompetensi Pengelolaan produksi 2. Sertifikat Six Sigma Black Belt",3,4,,4.0,4.0,3.0,,,,4.0,0.0,3.857142857142857,4.0,3,Karir Elit
1.0,2.0,4.0,,,4,4.0,,4.0,4,4,,S2 Manajemen,4.0,,,,,2.0,,4.0,,,0,4,4,Pilihan,4.0,4.0,4.0,,,,4.0,6.0,4.0,4.0,3,Karir Elit
10.0,2.0,,Pilihan,,5,,Pilihan,5.0,5,5,Pilihan,S2 Manajemen,5.0,Pilihan,Pilihan,Pilihan,,2.0,,,,,0,5,5,Pilihan,,5.0,5.0,Pilihan,Pilihan,,5.0,3.0,5.0,5.0,0,Karir Lintas Jalur
1.0,1.0,4.0,,,5,4.0,,5.0,5,5,,S2 Akuntansi,5.0,,,,Pilihan,1.0,,4.0,Pilihan,,0,5,5,,5.0,5.0,5.0,,,,5.0,1.0,5.0,4.571428571428571,1,Karir Linear
10.0,7.0,5.0,,Pilihan,4,5.0,,4.0,4,5,,S2 Teknik Sipil,4.0,,,,,10.0,,5.0,,,Risk management officer Road specialist Building construction specialist Bridge construction specialist Safety certified,4,5,,5.0,4.0,4.0,,,,5.0,120.0,4.285714285714286,4.714285714285714,3,Karir Elit
2.0,2.0,4.0,,,4,4.0,,4.0,4,5,,S2 Manajemen,1.0,,,,Pilihan,2.0,,4.0,,,Badan Sertifikasi Manajemen Risiko Level 3,1,2,,4.0,4.0,1.0,,,,4.0,1.0,2.5714285714285716,4.0,3,Karir Elit
7.0,7.0,3.0,,Pilihan,4,3.0,,4.0,4,4,,S2 Manajemen,3.0,Pilihan,,,,7.0,,3.0,,,Pengadaan Barang dan Jasa,3,4,,4.0,3.0,3.0,Pilihan,,,4.0,-1.0,3.5714285714285716,3.4285714285714284,3,Karir Elit
8.0,6.0,5.0,,,2,3.0,,4.0,4,5,,S2 Akuntansi,2.0,,,,Pilihan,6.0,,4.0,,,0,3,3,Pilihan,2.0,3.0,3.0,,Pilihan,,2.0,10.0,3.142857142857143,3.2857142857142856,3,Karir Elit
5.0,5.0,5.0,,,5,5.0,,5.0,3,5,,S2 Manajemen,5.0,,,,,5.0,,5.0,,,IPM,5,5,,5.0,5.0,5.0,,,,5.0,0.0,4.714285714285714,5.0,3,Karir Elit
20.0,20.0,5.0,,Pilihan,3,5.0,,5.0,3,3,,S2 Manajemen,3.0,,,,,20.0,,5.0,,,Certified Human Resource Professional (CHRP),3,3,,5.0,5.0,3.0,,,,5.0,36.0,3.0,5.0,3,Karir Elit
2.0,3.0,4.0,,Pilihan,5,5.0,,5.0,5,5,,S2 Ilmu Komunikasi,1.0,,,,,3.0,,5.0,,,0,2,1,,4.0,5.0,1.0,,,,5.0,144.0,2.857142857142857,4.714285714285714,1,Karir Linear
1.0,1.0,4.0,,Pilihan,4,3.0,,4.0,4,4,,S2 Teknik Sipil,3.0,,,,,1.0,,4.0,,,PMI,4,4,,4.0,4.0,4.0,,,,4.0,10.0,3.857142857142857,3.857142857142857,0,Karir Lintas Jalur
7.0,3.0,3.0,,,3,3.0,,4.0,3,5,,S2 Akuntansi,2.0,Pilihan,,,,5.0,,3.0,,,0,2,4,Pilihan,4.0,4.0,4.0,,,,4.0,-1.0,3.2857142857142856,3.5714285714285716,3,Karir Elit
1.0,1.0,5.0,Pilihan,,5,5.0,,5.0,5,5,,S2 Akuntansi,5.0,,,,,1.0,,5.0,,,0,5,5,,5.0,5.0,5.0,,,,5.0,-6.0,5.0,5.0,1,Karir Linear
15.0,10.0,4.0,,Pilihan,4,4.0,,5.0,4,4,,S2 Manajemen,1.0,,,,,6.0,,4.0,,,0,2,4,Pilihan,4.0,4.0,2.0,,Pilihan,,4.0,-8.0,3.0,4.142857142857143,3,Karir Elit
20.0,10.0,4.0,Pilihan,Pilihan,5,4.0,,4.0,5,5,,S2 Akuntansi,5.0,,,,,10.0,,4.0,,,0,5,5,Pilihan,4.0,4.0,5.0,,Pilihan,,4.0,12.0,5.0,4.0,3,Karir Elit
20.0,10.0,5.0,Pilihan,Pilihan,3,5.0,,5.0,4,4,,S2 Manajemen,3.0,,,,,10.0,,5.0,,,-,3,3,Pilihan,5.0,5.0,3.0,,,,5.0,-1.0,3.2857142857142856,5.0,0,Karir Lintas Jalur
50.0,5.0,4.0,Pilihan,Pilihan,4,4.0,,4.0,4,4,,S2 Akuntansi,4.0,,,,,5.0,,4.0,,,tidak ada,4,4,Pilihan,4.0,4.0,4.0,,Pilihan,,4.0,-1.0,4.0,4.0,3,Karir Elit
1.0,7.0,4.0,,Pilihan,4,4.0,,4.0,4,4,,S2 Manajemen,4.0,,,Pilihan,,20.0,,4.0,,,0,4,4,,4.0,4.0,4.0,,,,4.0,48.0,4.0,4.0,0,Karir Lintas Jalur
20.0,15.0,4.0,,,5,3.0,,5.0,5,5,,S2 Akuntansi,5.0,,,,,15.0,,5.0,,,0,5,5,Pilihan,5.0,4.0,5.0,,,,5.0,50.0,5.0,4.428571428571429,3,Karir Elit
1.0,2.0,5.0,,Pilihan,5,5.0,,5.0,4,5,Pilihan,S2 Manajemen,3.0,,,,,1.0,,5.0,,,0,3,5,,5.0,5.0,3.0,,,,5.0,-3.0,4.0,5.0,3,Karir Elit
1.0,1.0,3.0,Pilihan,,4,3.0,,3.0,4,3,,S2 Akuntansi,3.0,,,,,1.0,,3.0,,,0,3,3,,3.0,4.0,3.0,,,,4.0,1.0,3.2857142857142856,3.2857142857142856,3,Karir Elit
10.0,8.0,2.0,,,2,2.0,,2.0,2,2,,S2 Ilmu Komunikasi,3.0,,,,,8.0,,2.0,,,0,3,3,Pilihan,2.0,2.0,3.0,,,,2.0,3.0,2.5714285714285716,2.0,3,Karir Elit
3.0,3.0,5.0,Pilihan,,1,5.0,,5.0,1,1,,S2 Akuntansi,2.0,,,,,2.0,,5.0,,,"Sertifikat Asesor LSP P1, Sertifikat pendidik",2,1,Pilihan,5.0,5.0,2.0,,,,5.0,3.0,1.4285714285714286,5.0,1,Karir Linear
12.0,6.0,1.0,,,3,3.0,,1.0,1,1,,S2 Akuntansi,3.0,,,,,7.0,,1.0,,,0,3,3,Pilihan,1.0,1.0,3.0,,,,1.0,24.0,2.4285714285714284,1.2857142857142858,2,Karir Tertunda
15.0,8.0,1.0,,,2,2.0,,1.0,1,1,,S2 Manajemen,3.0,,,,,15.0,Pilihan,1.0,,,0,3,2,Pilihan,2.0,2.0,3.0,,,,1.0,-6.0,2.142857142857143,1.4285714285714286,0,Karir Lintas Jalur
1.0,2.0,2.0,Pilihan,Pilihan,2,2.0,,1.0,1,2,,S2 Manajemen,2.0,Pilihan,,,,2.0,,2.0,,,0,2,2,,2.0,1.0,2.0,,,,2.0,1.0,1.8571428571428572,1.7142857142857142,3,Karir Elit
1.0,1.0,1.0,,,2,2.0,,1.0,1,1,,S2 Akuntansi,3.0,,,,,1.0,,1.0,,,0,3,2,,1.0,1.0,3.0,,,,1.0,0.0,2.142857142857143,1.1428571428571428,0,Karir Lintas Jalur
1.0,1.0,4.0,,,4,3.0,,4.0,4,4,,S2 Manajemen,3.0,,,,,1.0,,4.0,,,0,4,3,,4.0,4.0,3.0,,,,3.0,0.0,3.5714285714285716,3.7142857142857144,1,Karir Linear
20.0,10.0,4.0,Pilihan,Pilihan,5,4.0,,5.0,5,5,,S2 Akuntansi,5.0,,,,,10.0,,4.0,,,Brevet,5,5,,4.0,4.0,5.0,,Pilihan,Pilihan,4.0,6.0,5.0,4.142857142857143,1,Karir Linear
1.0,1.0,4.0,,,4,4.0,,4.0,4,4,,S2 Manajemen,4.0,,,,,1.0,,4.0,,,0,4,4,,4.0,4.0,4.0,,,,4.0,0.0,4.0,4.0,3,Karir Elit
5.0,3.0,5.0,,Pilihan,5,4.0,,5.0,5,5,,S2 Manajemen,4.0,,,Pilihan,,5.0,,5.0,,,Certified Human Resources Professional (CHRP) - AAPM Master Financial Planner (MFP) - AAFM Accredited Supply Chain Analyst (ASCA) - AAPM,3,3,Pilihan,4.0,5.0,3.0,,,,5.0,-4.0,4.0,4.714285714285714,3,Karir Elit
1.0,1.0,2.0,,,3,2.0,,2.0,3,3,,S2 Manajemen,3.0,,,,,1.0,,2.0,,,0,3,3,,2.0,2.0,3.0,,,,2.0,0.0,3.0,2.0,3,Karir Elit
10.0,3.0,2.0,,,4,2.0,,2.0,4,4,,S2 Akuntansi,3.0,,,,,5.0,,2.0,,,0,3,4,Pilihan,2.0,2.0,3.0,,,,2.0,6.0,3.5714285714285716,2.0,3,Karir Elit
5.0,3.0,1.0,,,1,1.0,,1.0,1,1,,S2 Teknik Industri,2.0,,,,,3.0,,1.0,,,0,1,2,,1.0,1.0,2.0,,,,1.0,0.0,1.4285714285714286,1.0,3,Karir Elit
5.0,5.0,1.0,,Pilihan,1,1.0,,1.0,1,1,,S2 Teknik Mesin,1.0,,,,,5.0,,1.0,,,Insinyur,1,1,,1.0,1.0,1.0,,,,1.0,48.0,1.0,1.0,3,Karir Elit
10.0,2.0,5.0,,,5,5.0,,5.0,5,5,,S2 Akuntansi,5.0,,,,,3.0,,5.0,,,0,5,5,Pilihan,5.0,5.0,5.0,,,,5.0,-1.0,5.0,5.0,3,Karir Elit
12.0,10.0,3.0,Pilihan,,5,3.0,,3.0,5,5,,S2 Teknik Mesin,5.0,,,,,2.0,Pilihan,3.0,,Pilihan,1. Sertifikat Tanda Registrasi Insinyur (STRI) dari PII 2. Sertifikat Kompetensi Kerja Jasa Konstruksi (SKK Konstruksi) dari LSP Petakindo (BNSP PUPR),5,5,,3.0,3.0,5.0,,Pilihan,,3.0,-1.0,5.0,3.0,3,Karir Elit
15.0,2.0,5.0,,Pilihan,4,4.0,,5.0,5,5,,S2 Teknik Elektro,4.0,,,,,5.0,Pilihan,4.0,Pilihan,,0,4,4,,4.0,5.0,4.0,,,,5.0,1.0,4.285714285714286,4.571428571428571,3,Karir Elit
5.0,5.0,5.0,,,4,5.0,,5.0,4,4,,S2 Ilmu Komunikasi,4.0,,,,,5.0,,5.0,,,0,4,4,Pilihan,4.0,5.0,4.0,,,,5.0,12.0,4.0,4.857142857142857,3,Karir Elit
10.0,7.0,5.0,,Pilihan,2,4.0,,5.0,4,4,,S2 Ilmu Komunikasi,2.0,,,,,8.0,,4.0,,,0,1,3,Pilihan,4.0,5.0,1.0,,,,5.0,6.0,2.4285714285714284,4.571428571428571,3,Karir Elit
20.0,10.0,3.0,,,5,3.0,,5.0,5,4,,S2 Ilmu Komunikasi,4.0,Pilihan,,,,10.0,,4.0,,,Sertifikasi Publik Relation,4,5,,3.0,4.0,4.0,,,,4.0,-3.0,4.428571428571429,3.7142857142857144,1,Karir Linear
15.0,10.0,4.0,,,4,4.0,,4.0,4,3,,S3 Manajemen,4.0,,,,,10.0,,4.0,,,0,3,3,,4.0,4.0,4.0,,,,5.0,0.0,3.5714285714285716,4.142857142857143,1,Karir Linear
4.0,2.0,5.0,,,4,4.0,,5.0,4,4,,S2 Ilmu Komunikasi,4.0,,,,,2.0,,5.0,,,0,4,3,,5.0,5.0,4.0,,,,5.0,0.0,3.857142857142857,4.857142857142857,1,Karir Linear
1.0,4.0,5.0,Pilihan,,5,5.0,,5.0,5,5,,S2 Teknik Elektro,4.0,,,,,2.0,,5.0,,,0,4,5,,5.0,5.0,4.0,,,,5.0,6.0,4.571428571428571,5.0,3,Karir Elit
4.0,4.0,4.0,,,5,4.0,,4.0,5,5,,S2 Teknik Elektro,4.0,,,,,4.0,,4.0,Pilihan,,Sertifikasi K3 Listrik,4,5,,4.0,4.0,4.0,,,,4.0,24.0,4.571428571428571,4.0,1,Karir Linear
20.0,10.0,4.0,,Pilihan,4,3.0,,5.0,3,3,,S2 Teknik Elektro,2.0,,,,,5.0,,5.0,,,-,2,4,,4.0,5.0,4.0,Pilihan,,,5.0,1.0,3.142857142857143,4.428571428571429,0,Karir Lintas Jalur
2.0,2.0,5.0,Pilihan,Pilihan,3,5.0,,5.0,4,4,,Magister Manajemen,1.0,,,,,2.0,,5.0,,,0,1,2,,5.0,5.0,1.0,,,,5.0,3.0,2.2857142857142856,5.0,3,Karir Elit
6.0,3.0,4.0,,,3,3.0,,4.0,2,4,,Magister Akuntansi,1.0,,,,,3.0,,4.0,,,0,1,2,Pilihan,3.0,4.0,1.0,,,,4.0,23.0,2.0,3.7142857142857144,3,Karir Elit
1.0,1.0,5.0,,Pilihan,5,5.0,,5.0,5,5,,Magister Akuntansi,5.0,,,,,1.0,,5.0,,,0,5,5,,5.0,5.0,5.0,,,,5.0,11.0,5.0,5.0,3,Karir Elit
10.0,8.0,5.0,,,4,4.0,,5.0,5,5,,Magister Teknik Sipil,4.0,,,,,8.0,,5.0,Pilihan,,0,4,4,,5.0,5.0,4.0,,,,5.0,-1.0,4.285714285714286,4.857142857142857,3,Karir Elit
3.0,2.0,4.0,,Pilihan,4,4.0,,5.0,4,4,,Magister Akuntansi,3.0,,,Pilihan,,2.0,,5.0,,,0,3,3,,4.0,5.0,3.0,,,,5.0,12.0,3.4285714285714284,4.571428571428571,3,Karir Elit
10.0,4.0,4.0,,,4,3.0,,5.0,5,5,,Magister Manajemen,4.0,,,Pilihan,,6.0,,4.0,Pilihan,,0,4,4,Pilihan,4.0,4.0,3.0,Pilihan,,,5.0,12.0,4.142857142857143,4.142857142857143,1,Karir Linear
