C03. Berapa jumlah perusahaan/ instansi/ institusi yang sudah Anda lamar (lewat surat/ e-mail) sebelum Anda memperoleh pekerjaan pertama?,C05. Berapa jumlah perusahaan/ instansi/ institusi yang mengundang Anda untuk wawancara?,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_4. Penggunaan Teknologi Informasi","[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_11. Melalui relasi (misalnya dosen, orang tua, saudara, teman, dll.)",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_5. Dihubungi oleh perusahaan,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_2. Demonstrasi (Peragaan /Gaya Pembelajaran),"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_3. Bahasa Inggris",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_7. Menghubungi agen tenaga kerja komersial/swasta,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_1. Etika",[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_1. Perkuliahan,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_7. Diskusi,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_12. Membangun bisnis sendiri,S04. Program Studi,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_4. Magang,"[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_1. Melalui iklan di koran/majalah, brosur",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_6. Menghubungi Kemenakertrans,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_3. Pergi ke bursa/pameran kerja,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_14. Bekerja di tempat yang sama dengan tempat kerja semasa kuliah,C04. Berapa jumlah perusahaan / instansi / institusi yang merespon lamaran Anda?,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_2. Melamar ke perusahaan tanpa mengetahui lowongan yang ada,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_5. Komunikasi",[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_15. Lainnya : (Tulis jawaban pada pertanyaan berikutnya),[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_9. Menghubungi kantor kemahasiswaan/hubungan alumni,A01. Sertifikasi profesi apa yang Anda dapatkan setelah lulus?,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_6. Kerja Lapangan,[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_3. Partisipasi dalam proyek riset,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_4. Mencari lewat internet/iklan online/milis,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_2. Keahlian berdasarkan bidang ilmu
","[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_7. Pengembangan Diri",[B01. Menurut Anda seberapa besar metode pembelajaran berikut ini dilaksanakan di program studi Anda?] B01_5. Praktikum,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_8. Memperoleh informasi dari pusat/kantor pengembangan karir fakultas/universitas,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_10. Membangun jejaring (network) sejak masih kuliah,[C02. Bagaimana Anda mencari pekerjaan tersebut?] C02_13. Melalui penempatan kerja atau magang,"[G01. Perbandingan Kompetensi A : PADA SAAT LULUS, pada tingkat mana kompetensi di bawah ini Anda kuasai?] G01_6. Kerja sama tim",Skor_Inisiatif_Mencari_Kerja,Skor_Rata2_MetodeBelajar,Skor_Rata2_Kompetensi,Target_Klaster,Nama_Pola_Karir
2.0,1.0,4.0,,,4,5.0,,4.0,4,4,,S1 Akuntansi,4.0,,,,,1.0,,4.0,,,Sertifikasi Accurate,4,4,,4.0,4.0,4.0,,,,4.0,0.0,4.0,4.142857142857143,0,Karir Lintas Jalur
1.0,1.0,4.0,,,3,3.0,,4.0,3,3,,S1 Akuntansi,3.0,,,,,1.0,,4.0,,,0,3,3,,3.0,5.0,3.0,,,,4.0,0.0,3.0,3.857142857142857,2,Karir Tertunda
10.0,5.0,4.0,Pilihan,,3,3.0,,5.0,4,4,,S1 Akuntansi,3.0,,,,,5.0,,4.0,,,Accurate,3,3,Pilihan,4.0,5.0,3.0,,,,5.0,12.0,3.2857142857142856,4.285714285714286,0,Karir Lintas Jalur
3.0,3.0,1.0,,,1,3.0,,1.0,1,1,,S1 Akuntansi,1.0,,,,,3.0,Pilihan,2.0,,,Brevet AB,1,1,,2.0,1.0,1.0,,,,1.0,84.0,1.0,1.5714285714285714,0,Karir Lintas Jalur
7.0,3.0,5.0,,,5,5.0,,5.0,5,5,,S1 Akuntansi,5.0,,,,,4.0,,5.0,,,Leadership and Cooperation Training,5,5,Pilihan,5.0,5.0,5.0,,,,5.0,24.0,5.0,5.0,2,Karir Tertunda
10.0,1.0,3.0,Pilihan,,3,3.0,,5.0,5,5,,S1 Akuntansi,5.0,,,,,1.0,,3.0,,,0,5,3,,3.0,4.0,4.0,,,,3.0,-1.0,4.285714285714286,3.4285714285714284,1,Karir Linear
40.0,15.0,5.0,Pilihan,,5,3.0,,5.0,5,5,,S1 Akuntansi,5.0,,,,,30.0,,5.0,,,Sertifikat Brevet Pajak A & B dari Politeknik Keuangan Negara STAN,5,5,Pilihan,3.0,5.0,5.0,,Pilihan,,5.0,4.0,5.0,4.428571428571429,0,Karir Lintas Jalur
5.0,5.0,5.0,,Pilihan,3,4.0,,5.0,4,3,,S1 Akuntansi,2.0,,,,,5.0,,5.0,,,0,2,2,Pilihan,5.0,5.0,2.0,,,,5.0,1.0,2.5714285714285716,4.857142857142857,1,Karir Linear
300.0,15.0,3.0,Pilihan,,2,3.0,,4.0,3,2,,D3 Manajemen,1.0,,,,,50.0,Pilihan,3.0,,,,1,2,Pilihan,3.0,4.0,2.0,,,,4.0,15.0,1.8571428571428572,3.4285714285714284,0,Karir Lintas Jalur
30.0,15.0,5.0,,Pilihan,3,5.0,,5.0,4,4,,D3 Manajemen,4.0,,,,,20.0,,5.0,,,,2,4,,5.0,5.0,2.0,,,,5.0,3.0,3.2857142857142856,5.0,0,Karir Lintas Jalur
50.0,15.0,4.0,,,4,4.0,,5.0,4,4,,D3 Manajemen,4.0,,,,,25.0,,5.0,,,0,2,4,Pilihan,5.0,5.0,2.0,Pilihan,Pilihan,Pilihan,5.0,1.0,3.4285714285714284,4.714285714285714,0,Karir Lintas Jalur
35.0,2.0,4.0,Pilihan,,4,4.0,,5.0,5,5,,D3 Manajemen,4.0,,,,,32.0,,4.0,,,Sertifikat K3,4,4,,4.0,5.0,5.0,,,,5.0,-14.0,4.428571428571429,4.428571428571429,0,Karir Lintas Jalur
3.0,2.0,4.0,Pilihan,,3,4.0,Pilihan,4.0,4,4,,D3 Manajemen,4.0,,,Pilihan,,2.0,,4.0,,,0,4,3,Pilihan,4.0,4.0,3.0,,Pilihan,Pilihan,4.0,2.0,3.5714285714285716,4.0,0,Karir Lintas Jalur
3.0,2.0,4.0,Pilihan,,3,3.0,,5.0,3,2,,D3 Akuntansi,3.0,,,,,2.0,,4.0,,,,2,2,Pilihan,5.0,4.0,3.0,,,Pilihan,4.0,-3.0,2.5714285714285716,4.142857142857143,1,Karir Linear
45.0,8.0,4.0,,,4,4.0,,5.0,4,3,,Teknik Sipil S1,2.0,,,,,10.0,,4.0,,,Pengawas Pekerjaan Konstruksi Bangunan Gedung,2,2,Pilihan,4.0,4.0,2.0,,,,4.0,18.0,2.7142857142857144,4.142857142857143,1,Karir Linear
50.0,2.0,5.0,,,4,5.0,,5.0,4,2,,Sistem Informasi S1,1.0,,,Pilihan,Pilihan,2.0,,5.0,,,"Sertifikasi Toiec, CCNA , PL/SQL Oracle,Sertifikasi Pelatihan",2,4,Pilihan,5.0,5.0,4.0,,,,5.0,1.0,3.0,5.0,0,Karir Lintas Jalur
10.0,3.0,5.0,Pilihan,,5,5.0,,5.0,5,5,,Manajemen S1,5.0,Pilihan,,,,3.0,,5.0,,,0,5,5,Pilihan,5.0,5.0,5.0,,Pilihan,,5.0,12.0,5.0,5.0,3,Karir Elit
10.0,3.0,4.0,Pilihan,,4,4.0,,4.0,4,4,,Teknik Sipil S1,2.0,,,,,3.0,,4.0,,,0,2,4,,4.0,4.0,2.0,,Pilihan,,4.0,3.0,3.142857142857143,4.0,1,Karir Linear
10.0,5.0,4.0,Pilihan,,4,4.0,,4.0,4,4,,Hubungan Masyarakat,4.0,,,,,8.0,,4.0,,,0,4,4,,4.0,4.0,4.0,,Pilihan,,4.0,12.0,4.0,4.0,0,Karir Lintas Jalur
50.0,2.0,3.0,,,3,3.0,,3.0,3,3,,Psikologi S1,3.0,,,,,1.0,,3.0,,,0,3,3,Pilihan,3.0,3.0,3.0,,,,3.0,6.0,3.0,3.0,0,Karir Lintas Jalur
6.0,6.0,5.0,Pilihan,,5,3.0,,5.0,5,5,,Manajemen S1,5.0,,,,,6.0,,5.0,,,0,5,5,,4.0,5.0,5.0,,,,5.0,36.0,5.0,4.571428571428571,0,Karir Lintas Jalur
5.0,1.0,5.0,Pilihan,Pilihan,5,3.0,,5.0,5,5,,Manajemen S1,4.0,,,,,1.0,,5.0,,,1. Human Resources Management/skema Human Resources Staff,5,4,,5.0,5.0,4.0,,Pilihan,,5.0,48.0,4.571428571428571,4.714285714285714,1,Karir Linear
15.0,8.0,4.0,Pilihan,Pilihan,5,4.0,Pilihan,4.0,5,5,Pilihan,Teknik Informatika S1,5.0,Pilihan,Pilihan,Pilihan,Pilihan,128.0,Pilihan,4.0,Pilihan,Pilihan,Tidakada,5,5,Pilihan,5.0,5.0,5.0,Pilihan,Pilihan,Pilihan,4.0,24.0,5.0,4.285714285714286,0,Karir Lintas Jalur
100.0,7.0,4.0,,Pilihan,5,5.0,,5.0,5,5,,Manajemen S1,5.0,Pilihan,,Pilihan,Pilihan,10.0,Pilihan,5.0,,,SERTIFIKASI FINANCE MANAGEMENT - SEUMUR HIDUP,5,5,Pilihan,5.0,4.0,5.0,,,,4.0,6.0,5.0,4.571428571428571,0,Karir Lintas Jalur
10.0,4.0,4.0,,,5,3.0,,5.0,5,5,,Periklanan,5.0,,,,,5.0,,4.0,,,0,5,5,,4.0,5.0,5.0,,,,5.0,0.0,5.0,4.285714285714286,0,Karir Lintas Jalur
20.0,1.0,4.0,,,4,4.0,,4.0,4,4,,Teknik Sipil S1,4.0,,,,,1.0,,4.0,,,0,4,4,Pilihan,4.0,4.0,4.0,,,,4.0,-1.0,4.0,4.0,1,Karir Linear
30.0,10.0,5.0,Pilihan,Pilihan,3,4.0,,5.0,3,3,,Manajemen S1,3.0,,,,,20.0,Pilihan,5.0,,,0,3,3,,4.0,5.0,3.0,,,,5.0,2.0,3.0,4.714285714285714,0,Karir Lintas Jalur
63.0,24.0,5.0,,,4,5.0,,5.0,5,4,,Manajemen S1,3.0,,,,,39.0,Pilihan,5.0,,,Finance Management Course - TÜV Rheinland 2022,3,3,Pilihan,4.0,5.0,3.0,,,Pilihan,5.0,-1.0,3.5714285714285716,4.857142857142857,1,Karir Linear
100.0,3.0,4.0,Pilihan,,2,3.0,Pilihan,5.0,3,2,,Akuntansi S1,4.0,,,Pilihan,,3.0,,4.0,,,0,4,1,Pilihan,4.0,4.0,3.0,,,,4.0,-1.0,2.7142857142857144,4.0,0,Karir Lintas Jalur
20.0,10.0,3.0,,,2,1.0,,5.0,3,3,,Akuntansi S1,3.0,,,,,101.0,,3.0,,,Sertifikat brevet,3,3,Pilihan,4.0,4.0,3.0,,,,4.0,48.0,2.857142857142857,3.4285714285714284,2,Karir Tertunda
20.0,10.0,4.0,Pilihan,,4,4.0,,5.0,5,4,,Desain Produk S1,5.0,,,,,12.0,,4.0,,,0,3,4,Pilihan,4.0,4.0,4.0,,,,4.0,-1.0,4.142857142857143,4.142857142857143,0,Karir Lintas Jalur
6.0,5.0,5.0,,Pilihan,4,4.0,,4.0,4,5,,Desain Komunikasi Visual S1,3.0,,,,,5.0,,5.0,,,0,5,4,,4.0,4.0,5.0,,Pilihan,,4.0,12.0,4.285714285714286,4.285714285714286,3,Karir Elit
10.0,2.0,4.0,Pilihan,,5,3.0,,4.0,4,5,,Teknik Elektro S1,5.0,,,,Pilihan,2.0,,4.0,,,0,5,5,Pilihan,4.0,4.0,5.0,,Pilihan,,4.0,-1.0,4.857142857142857,3.857142857142857,0,Karir Lintas Jalur
50.0,25.0,5.0,Pilihan,,5,3.0,,5.0,4,5,,Psikologi S1,5.0,,,Pilihan,Pilihan,25.0,,5.0,,,0,5,5,Pilihan,5.0,5.0,5.0,,Pilihan,Pilihan,5.0,6.0,4.857142857142857,4.714285714285714,1,Karir Linear
10.0,4.0,4.0,,,1,4.0,,5.0,4,2,,Teknik Elektro S1,1.0,,,,Pilihan,4.0,,4.0,,,0,1,1,Pilihan,4.0,4.0,1.0,,,,4.0,-11.0,1.5714285714285714,4.142857142857143,3,Karir Elit
10.0,5.0,4.0,,,4,3.0,,4.0,4,4,,Teknik Elektro S1,4.0,,,,,5.0,,3.0,,,0,4,4,Pilihan,3.0,4.0,4.0,,,,3.0,0.0,4.0,3.4285714285714284,0,Karir Lintas Jalur
23.0,2.0,4.0,,,3,3.0,,5.0,3,3,,Teknik Industri S1,2.0,,,,,10.0,,4.0,,,"Perancangan Sistem Manufaktur (2026), Perancangan Produk dan Proses Manufaktur (2026)",2,2,Pilihan,4.0,4.0,3.0,,,,4.0,-12.0,2.5714285714285716,4.0,0,Karir Lintas Jalur
10.0,3.0,4.0,,,4,3.0,,4.0,4,4,,Teknik Elektro S1,3.0,,,,,3.0,,4.0,,,0,3,3,,4.0,4.0,3.0,,,,4.0,0.0,3.4285714285714284,3.857142857142857,3,Karir Elit
1.0,1.0,5.0,Pilihan,,5,5.0,,5.0,5,5,,Teknik Elektro S1,5.0,,,,,1.0,,5.0,,,0,5,5,,5.0,5.0,5.0,,,,5.0,0.0,5.0,5.0,3,Karir Elit
60.0,20.0,3.0,,,3,3.0,,3.0,3,2,,Sistem Informasi S1,3.0,Pilihan,,,,50.0,Pilihan,3.0,,,0,3,3,Pilihan,3.0,3.0,3.0,,,,4.0,6.0,2.857142857142857,3.142857142857143,0,Karir Lintas Jalur
23.0,6.0,5.0,,,4,4.0,,4.0,4,4,,Akuntansi S1,5.0,,,,,10.0,,2.0,,,Sertifikasi Accurate Professional,5,2,,3.0,4.0,4.0,,,Pilihan,2.0,7.0,4.0,3.4285714285714284,1,Karir Linear
15.0,1.0,5.0,,,2,3.0,,5.0,4,5,,Teknik Elektro S1,4.0,,,,,1.0,,5.0,,,Hotel Engineering and Hospitality masa berlaku 3 tahun,4,2,Pilihan,5.0,5.0,2.0,,,,5.0,6.0,3.2857142857142856,4.714285714285714,1,Karir Linear
8.0,3.0,4.0,Pilihan,,2,3.0,Pilihan,5.0,3,2,,Teknik Industri S1,2.0,Pilihan,,Pilihan,,3.0,,4.0,,,0,2,2,Pilihan,3.0,4.0,2.0,,Pilihan,Pilihan,4.0,1.0,2.142857142857143,3.857142857142857,3,Karir Elit
5.0,3.0,5.0,,Pilihan,2,5.0,,4.0,4,2,,Teknik Sipil S1,2.0,,,,Pilihan,5.0,,5.0,,,0,3,2,,5.0,4.0,2.0,,Pilihan,,5.0,10.0,2.4285714285714284,4.714285714285714,1,Karir Linear
15.0,1.0,5.0,Pilihan,,5,5.0,,5.0,5,5,,Akuntansi S1,5.0,,,,Pilihan,3.0,,4.0,,,Brevet A/B,5,5,,5.0,4.0,5.0,,,,5.0,16.0,5.0,4.714285714285714,1,Karir Linear
40.0,15.0,3.0,,,2,2.0,,3.0,3,3,,Psikologi S1,4.0,,,,,20.0,,2.0,,,Sertifikat Virtual Training,4,3,Pilihan,2.0,2.0,2.0,,,,2.0,-3.0,3.0,2.2857142857142856,1,Karir Linear
20.0,5.0,4.0,Pilihan,,4,2.0,,4.0,4,4,,Psikologi S1,4.0,,,,,5.0,,4.0,,,Sertifikasi Profesi Supervisor Rekrutmen dan Seleksi SDM dari LSP - P1 Universitas Mercu Buana,4,4,Pilihan,4.0,4.0,4.0,Pilihan,Pilihan,,4.0,3.0,4.0,3.7142857142857144,1,Karir Linear
8.0,5.0,5.0,,,4,5.0,,5.0,5,4,,Akuntansi S1,4.0,,,,,8.0,,5.0,,,Sertifikasi Brevet Pajak AB,4,3,Pilihan,5.0,5.0,3.0,,,,5.0,6.0,3.857142857142857,5.0,1,Karir Linear
10.0,1.0,3.0,Pilihan,,3,2.0,,5.0,3,3,,Teknik Informatika S1,3.0,,,,,1.0,Pilihan,5.0,,,-,3,3,Pilihan,3.0,5.0,3.0,Pilihan,,,5.0,12.0,3.0,4.0,1,Karir Linear
5.0,3.0,5.0,Pilihan,Pilihan,5,3.0,,5.0,5,5,,Teknik Industri S1,5.0,,,,,1.0,,5.0,,,1.  BNSP certified Manufacturing System Design   2. BNSP certified Product Design and Manufacturing Process,5,5,Pilihan,5.0,5.0,5.0,,Pilihan,,5.0,-1.0,5.0,4.714285714285714,1,Karir Linear
2.0,2.0,4.0,Pilihan,Pilihan,4,3.0,Pilihan,5.0,4,4,,Hubungan Masyarakat,4.0,,,,,2.0,Pilihan,5.0,,,Tidak ada,5,4,,4.0,4.0,4.0,,,,5.0,48.0,4.142857142857143,4.285714285714286,1,Karir Linear
8.0,5.0,4.0,,,4,4.0,,5.0,4,4,,Teknik Sipil S1,4.0,,,,,5.0,,5.0,,,"Sertifikasi Kompetensi Pelaksana Lapangan Perkerasan Jalan Beton, Lembaga Pengembangan Jasa Konstruksi",4,4,,5.0,4.0,4.0,,Pilihan,,4.0,1.0,4.0,4.428571428571429,0,Karir Lintas Jalur
10.0,3.0,4.0,,,5,4.0,,4.0,5,5,,Teknik Mesin S1,5.0,,,,,3.0,Pilihan,4.0,,,0,5,5,Pilihan,4.0,4.0,5.0,,Pilihan,,4.0,0.0,5.0,4.0,3,Karir Elit
20.0,3.0,4.0,,,3,3.0,,4.0,4,4,,Teknik Informatika S1,3.0,Pilihan,,,,5.0,,4.0,,,BNSP (Jaringan ),3,3,,4.0,4.0,3.0,Pilihan,,,4.0,-3.0,3.2857142857142856,3.857142857142857,1,Karir Linear
50.0,10.0,5.0,Pilihan,,4,3.0,,5.0,5,4,,Akuntansi S1,4.0,,,,,20.0,,5.0,,Pilihan,"Sertifikasi Kompetensi Penyusunan Laporan Keuangan Berbasis SAK ETAP berlaku sampai 2021 Sertifikasi Kompetensi Jasa Akuntansi, Pembukuan & Pemeriksaan, Konsultan Pajak berlaku sampai 2022 Sertifikasi Teknisi Akuntansi Perpajakan Junior berlaku sampai 2020 Sertifikat apresiasi penerbitan Journal of Economics, Finance and Management Studies  Sertifikat Brevet Pajak AB STAN berlaku sampai 2025",4,4,Pilihan,4.0,5.0,4.0,,Pilihan,Pilihan,5.0,-1.0,4.142857142857143,4.571428571428571,3,Karir Elit
1.0,1.0,4.0,,,4,4.0,,5.0,4,4,,Teknik Elektro S1,1.0,,,,,1.0,,5.0,Pilihan,,0,1,4,,3.0,5.0,1.0,,,,5.0,17.0,2.7142857142857144,4.428571428571429,1,Karir Linear
20.0,5.0,3.0,,Pilihan,2,3.0,Pilihan,3.0,3,3,,Teknik Mesin S1,3.0,Pilihan,,,Pilihan,10.0,Pilihan,3.0,,,0,3,2,Pilihan,3.0,3.0,2.0,,Pilihan,Pilihan,3.0,3.0,2.5714285714285716,3.0,1,Karir Linear
3.0,3.0,4.0,,,4,3.0,,4.0,4,4,,Arsitektur S1,3.0,,,,,5.0,,4.0,,,0,4,4,Pilihan,4.0,4.0,3.0,,,,4.0,-2.0,3.7142857142857144,3.857142857142857,0,Karir Lintas Jalur
30.0,5.0,4.0,Pilihan,Pilihan,3,3.0,,4.0,3,3,,Teknik Sipil S1,2.0,,,,Pilihan,10.0,,4.0,,,0,2,2,Pilihan,3.0,3.0,2.0,,Pilihan,,4.0,0.0,2.4285714285714284,3.5714285714285716,0,Karir Lintas Jalur
20.0,3.0,4.0,,,4,3.0,,5.0,5,3,,Psikologi S1,3.0,,,,,8.0,,4.0,,,0,3,4,Pilihan,4.0,5.0,3.0,,,,5.0,6.0,3.5714285714285716,4.285714285714286,0,Karir Lintas Jalur
1.0,1.0,5.0,Pilihan,,3,3.0,,5.0,2,2,,Psikologi S1,3.0,,,,,1.0,,5.0,,,0,2,2,,4.0,5.0,3.0,,Pilihan,Pilihan,5.0,-1.0,2.4285714285714284,4.571428571428571,0,Karir Lintas Jalur
10.0,2.0,4.0,,,5,4.0,,4.0,5,5,,Sistem Informasi S1,5.0,,,,,5.0,,4.0,,,0,5,5,,4.0,4.0,5.0,,,,4.0,0.0,5.0,4.0,3,Karir Elit
3.0,2.0,4.0,Pilihan,,4,3.0,,4.0,4,4,,Teknik Industri S1,3.0,,,,Pilihan,2.0,,4.0,,,"Sertifikasi Perancangan Sistem Manufaktur, Sertifikasi  Perancangan Produk dan Proses Manufaktur dari Lembaga Sertifikasi Profesi BNSP",3,4,Pilihan,3.0,4.0,3.0,,,,4.0,48.0,3.5714285714285716,3.7142857142857144,2,Karir Tertunda
15.0,4.0,4.0,,,4,4.0,,5.0,4,4,,Akuntansi S1,4.0,,,,,6.0,,5.0,,,0,4,4,Pilihan,5.0,5.0,4.0,,,,5.0,3.0,4.0,4.714285714285714,3,Karir Elit
1.0,1.0,5.0,Pilihan,,4,4.0,,5.0,4,4,,Hubungan Masyarakat,4.0,,,,,1.0,,5.0,,,2,4,4,,5.0,5.0,4.0,,,,5.0,120.0,4.0,4.857142857142857,3,Karir Elit
1.0,1.0,4.0,,Pilihan,3,3.0,,5.0,5,3,,Manajemen S1,3.0,,,,Pilihan,1.0,,4.0,,,0,3,3,,4.0,5.0,3.0,,,,4.0,1.0,3.2857142857142856,4.142857142857143,0,Karir Lintas Jalur
7.0,5.0,5.0,,,3,3.0,,5.0,5,4,,Komunikasi Digital,4.0,,,,,5.0,,5.0,,,Tidak ada,5,4,Pilihan,5.0,5.0,5.0,,,,5.0,-1.0,4.285714285714286,4.714285714285714,3,Karir Elit
50.0,3.0,5.0,Pilihan,,4,4.0,,5.0,5,4,,Teknik Mesin S1,5.0,Pilihan,,Pilihan,,5.0,Pilihan,5.0,,,Sertifikat Kompetensi Pelaksana Madya Instalatir Pemanfaatan Tegangan Rendah,4,5,Pilihan,4.0,5.0,4.0,Pilihan,Pilihan,,5.0,6.0,4.428571428571429,4.714285714285714,1,Karir Linear
100.0,3.0,5.0,Pilihan,Pilihan,4,5.0,,5.0,5,5,,Hubungan Masyarakat,3.0,,,,,7.0,,5.0,,,Sertifikasi profesi Public Relations Coordinator dari Lembaga Sertifikasi Profesi BNSP. Masa berlaku 2023-2026.,2,3,Pilihan,4.0,4.0,2.0,,,,5.0,-3.0,3.4285714285714284,4.714285714285714,1,Karir Linear
10.0,8.0,4.0,Pilihan,,4,3.0,,4.0,4,4,,Teknik Sipil S1,4.0,Pilihan,,,,8.0,Pilihan,4.0,,Pilihan,Sertifikat Keterampilan Kerja Juru Gambar/Draftman-Arsitektur,4,4,Pilihan,4.0,4.0,4.0,,Pilihan,,4.0,66.0,4.0,3.857142857142857,0,Karir Lintas Jalur
2.0,1.0,5.0,Pilihan,,5,3.0,,5.0,5,5,,Manajemen S1,4.0,,,,,2.0,,5.0,,,0,5,4,,5.0,5.0,5.0,,,,5.0,11.0,4.714285714285714,4.714285714285714,1,Karir Linear
50.0,8.0,5.0,Pilihan,,5,5.0,,5.0,5,5,,Sistem Informasi S1,5.0,,,,,12.0,,5.0,,,- Oracle: PL SQL - AWS : Cloud Foundation,5,5,,5.0,5.0,5.0,,Pilihan,,5.0,-1.0,5.0,5.0,1,Karir Linear
20.0,10.0,4.0,,,5,3.0,,5.0,5,5,,Manajemen S1,4.0,,,,,15.0,,4.0,,,0,4,4,Pilihan,4.0,4.0,4.0,,,,5.0,1.0,4.428571428571429,4.142857142857143,1,Karir Linear
20.0,5.0,4.0,Pilihan,,4,4.0,,4.0,4,4,,Akuntansi S1,5.0,,,,,13.0,,5.0,,,Sertifikasi Teknik Akuntan Ahli dari BNSP,4,3,,4.0,4.0,4.0,,Pilihan,,5.0,5.0,4.0,4.285714285714286,0,Karir Lintas Jalur
5.0,5.0,5.0,,,5,5.0,,5.0,5,5,,Akuntansi S1,5.0,,,,Pilihan,5.0,,5.0,,,0,5,5,,5.0,5.0,5.0,,,,5.0,40.0,5.0,5.0,1,Karir Linear
10.0,8.0,4.0,Pilihan,,3,3.0,,4.0,3,3,,Teknik Informatika S1,3.0,,,,,8.0,,3.0,,,Junior Web Developer,3,3,Pilihan,4.0,4.0,3.0,Pilihan,Pilihan,,4.0,6.0,3.0,3.7142857142857144,3,Karir Elit
47.0,5.0,4.0,Pilihan,,3,4.0,,4.0,5,3,,Penyiaran,4.0,,,,,15.0,,4.0,,,0,2,3,,4.0,4.0,2.0,,,,4.0,-1.0,3.142857142857143,4.0,0,Karir Lintas Jalur
10.0,10.0,5.0,Pilihan,,5,5.0,,5.0,5,5,,Manajemen S1,5.0,,,,,10.0,,5.0,,,"1.Certificate of Achievement by LIA Language Institute  Successfully completed the English course at English for Adults: Elementary Levels. Certificate number No. 01046/EAEL/OC/III/2020/MB. Signed by Selestin Zainuddin, S.Si., M.Hum. as the Director.  2.Certificate of Competence by Badan Nasional Sertifikasi Profesi Competent in the field of ""Human Resource Management"" with the qualification/competency of ""Human Resource Staff"" (managing worker administration, conducting prospective worker sourcing (Recruitment), selecting prospective worker application documents, conducting wage administration). Certificate number No. 78300.4416.3.00000265.2022. Reg. MSDM.1992.000244.2022. Signed by Assoc. Prof. Dr Ahmad Hidayat Sutawidjaya, M.Com, M.Phil, CSCP, CIPM, ASCA. As Chairman & Assoc. Prof. Dudi Permana, Ph.D., CPM as Certification Manager",5,5,Pilihan,5.0,5.0,5.0,,,Pilihan,5.0,2.0,5.0,5.0,3,Karir Elit
30.0,15.0,4.0,Pilihan,Pilihan,4,4.0,,4.0,4,4,,Akuntansi S1,4.0,,,,,20.0,,4.0,,,0,4,4,Pilihan,4.0,4.0,4.0,,,,4.0,1.0,4.0,4.0,1,Karir Linear
10.0,5.0,4.0,Pilihan,,5,3.0,,5.0,5,3,,Manajemen S1,2.0,,,,,5.0,,4.0,,,Certificate Amrketing Management,2,3,Pilihan,4.0,4.0,3.0,,Pilihan,,4.0,42.0,3.2857142857142856,4.0,3,Karir Elit
2.0,2.0,4.0,,,4,3.0,,3.0,3,4,,Teknik Mesin S1,3.0,,,,,2.0,,4.0,,,0,3,3,,4.0,3.0,4.0,,,,3.0,0.0,3.4285714285714284,3.4285714285714284,3,Karir Elit
100.0,10.0,5.0,,,5,5.0,,5.0,5,5,,Sistem Informasi S1,5.0,,,,,30.0,,5.0,,,0,5,5,Pilihan,5.0,5.0,5.0,,,,5.0,6.0,5.0,5.0,1,Karir Linear
5.0,3.0,5.0,Pilihan,,4,5.0,,5.0,4,4,,Teknik Elektro S1,4.0,Pilihan,,,,1.0,,5.0,,,0,4,4,Pilihan,5.0,5.0,4.0,,,,5.0,-6.0,4.0,5.0,0,Karir Lintas Jalur
